name,iso_country,municipality,iata_code
Ziro Airport,IN,Ziro,ZER
Barisal Airport,BD,Barisal,BZL
Cox's Bazar Airport,BD,Cox's Bazar,CXB
Comilla Airport,BD,Comilla,CLA
Shah Amanat International Airport,BD,Chittagong,CGP
Ishurdi Airport,BD,Ishurdi,IRD
Jessore Airport,BD,Jashahor,JSR
Lalmonirhat Airport,BD,Lalmonirhat,LLJ
Shah Mokhdum Airport,BD,Rajshahi,RJH
Saidpur Airport,BD,Saidpur,SPD
Thakurgaon Airport,BD,Thakurgaon,TKR
Shamshernagar Airport,BD,Shamshernagar,ZHM
Osmany International Airport,BD,Sylhet,ZYL
Hazrat Shahjalal International Airport,BD,Dhaka,DAC
Hong Kong International Airport,HK,Hong Kong,HKG
Hong Kong International Airport Kai Tak,HK,Hong Kong,HKG
Shun Tak Heliport,HK,Hong Kong,HHP
Charlotte Amalie Harbor Seaplane Base,VI,Charlotte Amalie St Thomas,SPB
Christiansted Harbor Seaplane Base,VI,Christiansted St Croix,SSB
Agra Airport,IN,-,AGR
Allahabad Airport,IN,Allahabad,IXD
Sri Guru Ram Dass Jee International Airport,IN,Amritsar,ATQ
Adampur Airport,IN,Adampur,AIP
Villa ConstituciÃ³n Airport,MX,Ciudad ConstituciÃ³n,VIB
Nal Airport,IN,Bikaner,BKB
Lal Bahadur Shastri Airport,IN,Varanasi,VNS
Kullu Manali Airport,IN,-,KUU
Bhatinda Air Force Station,IN,-,BUP
Bareilly Air Force Station,IN,Bareilly,BEK
Chandigarh Airport,IN,Chandigarh,IXC
Kanpur Airport,IN,Kanpur,KNU
Dehradun Airport,IN,Dehradun,DED
Indira Gandhi International Airport,IN,New Delhi,DEL
Vieste Airport,IT,Vieste,VIF
Kangra Airport,IN,-,DHM
Gwalior Airport,IN,Gwalior,GWL
Hissar Airport,IN,-,HSS
Jodhpur Airport,IN,Jodhpur,JDH
Jaipur International Airport,IN,Jaipur,JAI
Jaisalmer Airport,IN,-,JSA
Jammu Airport,IN,Jammu,IXJ
Kishangarh Airport,IN,Ajmer,KQH
Kota Airport,IN,Kota,KTU
Ludhiana Airport,IN,-,LUH
Leh Kushok Bakula Rimpochee Airport,IN,Leh,IXL
Chaudhary Charan Singh International Airport,IN,Lucknow,LKO
Pathankot Airport,IN,Pathankot,IXP
Pantnagar Airport,IN,Pantnagar,PGH
Shimla Airport,IN,-,SLV
Sheikh ul Alam Airport,IN,Srinagar,SXR
Satna Airport,IN,-,TNI
Vivigani Airfield,PG,Vivigani,VIV
Gurue Airport,MZ,Gurue,VJQ
Attopeu Airport,LA,Attopeu,AOU
Ban Huoeisay Airport,LA,Huay Xai,HOE
Luang Phabang International Airport,LA,Luang Phabang,LPQ
Luang Namtha Airport,LA,Luang Namtha,LXG
Oudomsay Airport,LA,Oudomsay,ODY
Pakse International Airport,LA,Pakse,PKZ
Sayaboury Airport,LA,Sainyabuli,ZBY
Savannakhet Airport,LA,-,ZVK
Sam Neua Airport,LA,-,NEU
Saravane Airport,LA,Saravane,VNA
Thakhek Airport,LA,Thakhek,THK
Wattay International Airport,LA,Vientiane,VTE
Xieng Khouang Airport,LA,Xieng Khouang,XKH
Xienglom Airport,LA,Xienglom,XIE
Dr Juan Plate Airport,PY,Puerto Vallemi,VMI
Macau International Airport,MO,Macau,MFM
Dong Hoi Airport,VN,Dong Hoi,VDH
Kontum Airport,VN,Kontum,KON
Bajhang Airport,NP,Bajhang,BJH
Bhojpur Airport,NP,Bhojpur,BHP
Baglung Airport,NP,Baglung,BGL
Bharatpur Airport,NP,Bharatpur,BHR
Bajura Airport,NP,Bajura,BJU
Baitadi Airport,NP,Baitadi,BIT
Gautam Buddha Airport,NP,Bhairawa,BWA
Bhadrapur Airport,NP,Bhadrapur,BDP
Tulsipur Airport,NP,Dang,DNP
Dhangarhi Airport,NP,Dhangarhi,DHI
Darchula Airport,NP,Darchula,DAP
Dolpa Airport,NP,Dolpa,DOP
Silgadi Doti Airport,NP,Silgadi Doti,SIH
Palungtar Airport,NP,Gorkha,GKH
Jiri Airport,NP,Jiri,JIR
Jumla Airport,NP,Jumla,JUM
Janakpur Airport,NP,Janakpur,JKR
Jomsom Airport,NP,Jomsom,JMO
Tribhuvan International Airport,NP,Kathmandu,KTM
Lamidanda Airport,NP,Lamidanda,LDN
Lukla Airport,NP,Lukla,LUA
Langtang Airport,NP,Langtang,LTG
Manang Airport,NP,Ngawal,NGX
Meghauli Airport,NP,Meghauli,MEY
Mahendranagar Airport,NP,Mahendranagar,XMG
Nepalgunj Airport,NP,Nepalgunj,KEP
Pokhara Airport,NP,Pokhara,PKR
Phaplu Airport,NP,Phaplu,PPL
Rajbiraj Airport,NP,Rajbiraj,RJB
Ramechhap Airport,NP,Ramechhap,RHP
Rukum Chaurjahari Airport,NP,Rukumkot,RUK
Rolpa Airport,NP,Rolpa,RPA
Rumjatar Airport,NP,Rumjatar,RUM
Syangboche Airport,NP,Namche Bazaar,SYH
Simara Airport,NP,Simara,SIF
Surkhet Airport,NP,Surkhet,SKH
Sanfebagar Airport,NP,Sanfebagar,FEB
Simikot Airport,NP,Simikot,IMK
Taplejung Airport,NP,Taplejung,TPJ
Tikapur Airport,NP,Tikapur,TPU
Tumling Tar Airport,NP,Tumling Tar,TMI
Biratnagar Airport,NP,Biratnagar,BIR
Murod Kond Airport,IN,Latur,LTU
Tuticorin Airport,IN,Thoothukudi,TCR
Agatti Airport,IN,-,AGX
Bellary Airport,IN,Bellary,BEP
Kempegowda International Airport,IN,Bangalore,BLR
Bidar Air Force Station,IN,-,IXX
Vijayawada Airport,IN,Gannavaram,VGA
Coimbatore International Airport,IN,Coimbatore,CJB
Cochin International Airport,IN,Kochi,COK
Calicut International Airport,IN,Calicut,CCJ
Kadapa Airport,IN,Kadapa,CDP
Car Nicobar Air Force Station,IN,-,CBD
Rajiv Gandhi International Airport,IN,Hyderabad,HYD
Begumpet Airport,IN,Hyderabad,BPM
Kannur International Airport,IN,Kannur,CNN
Madurai Airport,IN,Madurai,IXM
Mangalore International Airport,IN,Mangalore,IXE
Chennai International Airport,IN,Chennai,MAA
Mysore Airport,IN,Mysore,MYQ
Vir Savarkar International Airport,IN,Port Blair,IXZ
Pondicherry Airport,IN,Pondicherry,PNY
Sri Sathya Sai Airport,IN,Puttaparthi,PUT
Basanth Nagar Airport,IN,Ramagundam,RMD
Rajahmundry Airport,IN,Rajahmundry,RJA
Salem Airport,IN,Salem,SXV
Tanjore Air Force Base,IN,Thanjavur,TJV
Tirupati Airport,IN,Tirupati,TIR
Tiruchirapally Civil Airport Airport,IN,Tiruchirappally,TRZ
Trivandrum International Airport,IN,Thiruvananthapuram,TRV
Warangal Airport,IN,Warangal,WGC
Yongphulla Airport,BT,Tashigang,YON
Bathpalathang Airport,BT,Jakar,BUT
Gelephu Airport,BT,Gelephu,GLU
Paro Airport,BT,Paro,PBH
Ifuru Airport,MV,Ifuru Island,IFU
Dharavandhoo Airport,MV,Baa Atoll,DRV
Fuvahmulah Airport,MV,Fuvahmulah Island,FVM
Gan International Airport,MV,Gan,GAN
Hanimaadhoo Airport,MV,Haa Dhaalu Atoll,HAQ
Kadhdhoo Airport,MV,Kadhdhoo,KDO
MalÃ© International Airport,MV,MalÃ©,MLE
Kooddoo Airport,MV,Huvadhu Atoll,GKK
Kaadedhdhoo Airport,MV,Huvadhu Atoll,KDM
Dhaalu Atoll Airport,MV,Kudahuvadhoo,DDD
Villa Airport,MV,Maamigili,VAM
Thimarafushi Airport,MV,Thimarafushi,TMF
Don Mueang International Airport,TH,Bangkok,DMK
Sa Pran Nak Airport,TH,-,KKM
Kamphaeng Saen Airport,TH,Nakhon Pathom,KDT
Trat Airport,TH,-,TDX
Suvarnabhumi Airport,TH,Bangkok,BKK
U-Tapao International Airport,TH,Rayong,UTP
Chiang Mai International Airport,TH,Chiang Mai,CNX
Mae Hong Son Airport,TH,-,HGN
Mae Hong Son Airport,TH,Mae Hong Son,PYY
Lampang Airport,TH,-,LPT
Nan Airport,TH,-,NNT
Phrae Airport,TH,-,PRH
Chiang Rai International Airport,TH,Chiang Rai,CEI
Udorn Air Base,TH,Ban Mak Khaen,BAO
Phetchabun Airport,TH,-,PHY
Hua Hin Airport,TH,Hua Hin,HHQ
Takhli Airport,TH,-,TKH
Mae Sot Airport,TH,-,MAQ
Sukhothai Airport,TH,-,THS
Phitsanulok Airport,TH,-,PHS
Tak Airport,TH,-,TKT
Uttaradit Airport,TH,Uttaradit,UTR
Surat Thani Airport,TH,Surat Thani,URT
Narathiwat Airport,TH,-,NAW
Chumphon Airport,TH,-,CJM
Nakhon Si Thammarat Airport,TH,Nakhon Si Thammarat,NST
Krabi Airport,TH,Krabi,KBV
Songkhla Airport,TH,-,SGZ
Pattani Airport,TH,-,PAN
Samui Airport,TH,Na Thon (Ko Samui Island),USM
Phuket International Airport,TH,Phuket,HKT
Ranong Airport,TH,-,UNN
Hat Yai International Airport,TH,Hat Yai,HDY
Trang Airport,TH,-,TST
Udon Thani Airport,TH,Udon Thani,UTH
Sakon Nakhon Airport,TH,-,SNO
Surin Airport,TH,Surin,PXR
Khon Kaen Airport,TH,Khon Kaen,KKC
Loei Airport,TH,-,LOE
Buri Ram Airport,TH,-,BFV
Nakhon Ratchasima Airport,TH,-,NAK
Ubon Ratchathani Airport,TH,Ubon Ratchathani,UBP
Roi Et Airport,TH,-,ROI
Nakhon Phanom Airport,TH,-,KOP
Mvuu Camp Airport,MW,Liwonde National Park,VUU
Buon Ma Thuot Airport,VN,Buon Ma Thuot,BMV
Chu Lai International Airport,VN,Dung Quat Bay,VCL
Cat Bi International Airport,VN,Haiphong,HPH
CÃ  Mau Airport,VN,Ca Mau City,CAH
Cam Ranh Airport,VN,Nha Trang,CXR
Co Ong Airport,VN,Con Dao,VCS
Can Tho International Airport,VN,Can Tho,VCA
Dien Bien Phu Airport,VN,Dien Bien Phu,DIN
Lien Khuong Airport,VN,Da Lat,DLI
Da Nang International Airport,VN,Da Nang,DAD
Las Malvinas/Echarate Airport,PE,Las Malvinas,VVN
Noi Bai International Airport,VN,Hanoi,HAN
Na-San Airport,VN,Son-La,SQH
Nha Trang Air Base,VN,Nha Trang,NHA
Phu Bai Airport,VN,Hue,HUI
Phu Cat Airport,VN,Quy Nohn,UIH
Pleiku Airport,VN,Pleiku,PXU
Phu Quoc International Airport,VN,Phu Quoc Island,PQC
Phan Rang Airport,VN,Phan Rang,PHA
Phan Thiet Airport,VN,Phan Thiet,PHH
Rach Gia Airport,VN,Rach Gia,VKG
Dong Tac Airport,VN,Tuy Hoa,TBB
Tan Son Nhat International Airport,VN,Ho Chi Minh City,SGN
Tho Xuan Airport,VN,Thanh HÃ³a,THD
VÃ¢n Äá»n International Airport,VN,Ha Long,VDO
Vinh Airport,VN,Vinh,VII
Vung Tau Airport,VN,Vung Tau,VTG
Ann Airport,MM,Aeng,VBA
Bagan Airport,MM,Nyaung U,NYU
Banmaw Airport,MM,Banmaw,BMO
Bokpyinn Airport,MM,Bokpyinn,VBP
Dawei Airport,MM,Dawei,TVY
Naypyidaw Airport,MM,Pyinmana,NYT
Gangaw Airport,MM,Gangaw,GAW
Gwa Airport,MM,Gwa,GWA
Heho Airport,MM,Heho,HEH
Hommalinn Airport,MM,Hommalinn,HOX
Tilin Airport,MM,Tilin,TIO
Kengtung Airport,MM,Kengtung,KET
Kanti Airport,MM,Kanti,KHM
Kalay Airport,MM,Kalemyo,KMV
Kyaukpyu Airport,MM,Kyaukpyu,KYP
Kawthoung Airport,MM,Kawthoung,KAW
Kyauktu Airport,MM,Kyauktu,KYT
Loikaw Airport,MM,Loikaw,LIW
Lashio Airport,MM,Lashio,LSH
Mandalay International Airport,MM,Mandalay,MDL
Myeik Airport,MM,Mkeik,MGZ
Myitkyina Airport,MM,Myitkyina,MYT
Mawlamyine Airport,MM,Mawlamyine,MNU
Manaung Airport,MM,Manaung,MGU
Momeik Airport,MM,-,MOE
Mong Hsat Airport,MM,Mong Hsat,MOG
Mong Tong Airport,MM,Mong Tong,MGK
Magway Airport,MM,Magway,MWQ
Monywar Airport,MM,Monywar,NYW
Namsang Airport,MM,Namsang,NMS
Namtu Airport,MM,Namtu,NMT
Hpa-N Airport,MM,Hpa-N,PAA
Pauk Airport,MM,Pauk,PAU
Pathein Airport,MM,Pathein,BSX
Hpapun Airport,MM,Pa Pun,PPU
Putao Airport,MM,Putao,PBU
Pakhokku Airport,MM,Pakhokku,PKK
Pyay Airport,MM,Pye,PRU
Sittwe Airport,MM,Sittwe,AKY
Thandwe Airport,MM,Thandwe,SNW
Tachileik Airport,MM,Tachileik,THL
Ye Airport,MM,Ye,XYE
Yangon International Airport,MM,Yangon,RGN
Friday Harbor Seaplane Base,US,Friday Harbor,FBS
Rosario Seaplane Base,US,Rosario,RSJ
Kenmore Air Harbor Seaplane Base,US,Seattle,LKE
Roche Harbor Airport,US,Roche Harbor,RCE
Maranggo Airport,ID,Waha-Tomea Island,TQQ
Westsound/Wsx Seaplane Base,US,Westsound,WSX
Hasanuddin International Airport,ID,Ujung Pandang-Celebes Island,UPG
Tampa Padang Airport,ID,Mamuju-Celebes Island,MJU
Wabag Airport,PG,Wabag,WAB
Frans Kaisiepo Airport,ID,Biak-Supiori Island,BIK
Moanamani Airport,ID,Moanamani-Papua Island,ONI
Wagethe Airport,ID,Wagethe-Papua Island,WET
Nabire Airport,ID,Nabire-Papua Island,NBX
Illaga Airport,ID,Illaga-Papua Island,ILA
Kokonau Airport,ID,Kokonau-Papua Island,KOX
Serui Airport,ID,Serui-Japen Island,ZRI
Moses Kilangin Airport,ID,Timika-Papua Island,TIM
Enarotali Airport,ID,Enarotali-Papua Island,EWI
Andriamena Airport,MG,Andriamena,WAD
Selaparang Airport,ID,Mataram-Lombok Island,AMI
Muhammad Salahuddin Airport,ID,Bima-Sumbawa Island,BMU
Ngurah Rai (Bali) International Airport,ID,Denpasar-Bali Island,DPS
Lombok International Airport,ID,Mataram,LOP
Sumbawa Besar Airport,ID,Sumbawa Island,SWQ
Tambolaka Airport,ID,Waikabubak-Sumba Island,TMC
Umbu Mehang Kunda Airport,ID,Waingapu-Sumba Island,WGP
Bua Airport,ID,Palopo,LLO
Yogyakarta International Airport,ID,Yogyakarta,YIA
Arso Airport,ID,Arso-Papua Island,ARJ
Bokondini Airport,ID,Bokondini,BUI
Sarmi Airport,ID,Sarmi-Papua Island,ZRM
Sentani International Airport,ID,Jayapura-Papua Island,DJJ
Lereh Airport,ID,Lereh-Papua Island,LHI
Mulia Airport,ID,Mulia-Papua Island,LII
Oksibil Airport,ID,Oksibil-Papua Island,OKL
Waris Airport,ID,Swach,WAR
Senggeh Airport,ID,Senggeh,SEH
Ubrub Airport,ID,Ubrub-Papua Island,UBR
Wamena Airport,ID,Wamena-Papua Island,WMX
Mindiptana Airport,ID,Mindiptana-Papua Island,MDP
Bade Airport,ID,Bade,BXD
Mopah Airport,ID,Merauke-Papua Island,MKQ
Okaba Airport,ID,Okaba-Papua Island,OKQ
Kepi Airport,ID,Kepi-Papua Island,KEI
Tanah Merah Airport,ID,Tanah Merah-Papua Island,TMH
Tanjung Harapan Airport,ID,Tanjung Selor-Borneo Island,TJS
Datadawai Airport,ID,Datadawai-Borneo Island,DTD
Kalimarau Airport,ID,Tanjung Redeb - Borneo Island,BEJ
Sultan Aji Muhamad Sulaiman Airport,ID,Kotamadya Balikpapan,BPN
Juwata Airport,ID,Tarakan Island,TRK
Tanjung Santan Airport,ID,Santan-Borneo Island,TSX
Bunyu Airport,ID,Bunju Island,BYQ
Gamarmalamo Airport,ID,Galela-Celebes Island,GLX
Buli Airport,ID,Pekaulang,PGQ
Jalaluddin Airport,ID,Gorontalo-Celebes Island,GTO
Naha Airport,ID,Tahuna-Sangihe Island,NAH
Sultan Bantilan Airport,ID,Toli Toli-Celebes Island,TLI
Gebe Airport,ID,Gebe Island,GEB
Kao Airport,ID,Kao-Celebes Island,KAZ
Mutiara Airport,ID,Palu-Celebes Island,PLW
Sam Ratulangi Airport,ID,Manado-Celebes Island,MDC
Melangguane Airport,ID,Karakelong Island,MNA
Kasiguncu Airport,ID,Poso-Celebes Island,PSJ
Pitu Airport,ID,Gotalalamo-Morotai Island,OTI
Sultan Babullah Airport,ID,Sango-Ternate Island,TTE
Syukuran Aminuddin Amir Airport,ID,Luwok - Celebes Island,LUW
Buol Airport,ID,Buol-Celebes Island,UOL
Waverney Airport,AU,Waverney,WAN
Batu Licin Airport,ID,Batu Licin-Borneo Island,BTW
Iskandar Airport,ID,Pangkalanbun-Borneo Island,PKN
Gusti Syamsir Alam Airport,ID,Stagen - Laut Island,KBU
Warukin Airport,ID,Tanta-Tabalong-Borneo Island,TJG
Syamsudin Noor Airport,ID,Banjarmasin-Borneo Island,BDJ
Tjilik Riwut Airport,ID,Palangkaraya-Kalimantan Tengah,PKY
Sampit(Hasan) Airport,ID,Sampit-Borneo Island,SMQ
Amahai Airport,ID,Amahai-Seram Island,AHI
Bandanaira Airport,ID,Banda-Naira Island,NDA
Rar Gwamar Airport,ID,Dobo-Warmar Island,DOB
Mangole Airport- Falabisahaya,ID,Mangole Island,MAL
Karel Sadsuitubun Airport,ID,Langgur,LUV
Namrole Airport,ID,Namrole-Buru Island,NRE
Oesman Sadik Airport,ID,Labuha-Halmahera Island,LAH
Saumlaki/Olilit Airport,ID,Saumlaki-Yamdena Island,SXK
Nangasuri Airport,ID,Maikoor Island,BJK
Emalamo Sanana Airport,ID,Sanana-Seram Island,SQN
Pattimura Airport- Ambon,ID,Ambon,AMQ
Namlea Airport,ID,Namlea-Buru Island,NAM
Taliabu Island Airport,ID,Tikong-Taliabu Island,TAX
Wahai-Seram Island,ID,Seram Island,WBA
Abdul Rachman Saleh Airport,ID,Malang-Java Island,MLG
Ngloram Airport,ID,Tjepu-Java Island,CPF
Adisutjipto International Airport,ID,Yogyakarta-Java Island,JOG
Adi Sumarmo Wiryokusumo Airport,ID,Sukarata(Solo)-Java Island,SOC
Juanda International Airport,ID,Surabaya,SUB
Achmad Yani Airport,ID,Semarang-Java Island,SRG
Trunojoyo Airport,ID,Sumenep-Madura Island,SUP
Dewadaru - Kemujan Island,ID,Karimunjawa,KWB
Stenkol Airport,ID,Bintuni,NTI
Abresso Airport,ID,Ransiki-Papua Island,RSK
Kebar Airport,ID,Kebar-Papua Island,KEQ
Fakfak Airport,ID,Fakfak-Papua Island,FKQ
Inanwatan Airport,ID,Inanwatan Airport-Papua Island,INX
Kaimana Airport,ID,Kaimana-Papua Island,KNG
Merdei Airport,ID,Merdei-Papua Island,RDE
Marinda Airport,ID,Waisai,RJM
Babo Airport,ID,Babo-Papua Island,BXB
Rendani Airport,ID,Manokwari-Papua Island,MKW
Teminabuan Airport,ID,Atinjoe-Papua Island,TXM
Wasior Airport,ID,Wasior-Papua Island,WSR
Bajawa Soa Airport,ID,Bajawa,BJW
Maumere(Wai Oti) Airport,ID,Maumere-Flores Island,MOF
Ende (H Hasan Aroeboesman) Airport,ID,Ende-Flores Island,ENE
Frans Sales Lega Airport,ID,Satar Tacik-Flores Island,RTG
Mali Airport,ID,Alor Island,ARD
Komodo Airport,ID,Labuan Bajo - Flores Island,LBJ
Sabu-Tardanu Airport,ID,Sabu-Sawu Island,SAU
El Tari Airport,ID,Kupang-Timor Island,KOE
Betoambari Airport,ID,Bau Bau-Butung Island,BUW
Matahora Airport,ID,Wangi-wangi Island,WNI
Selayar/Aroepala Airport,ID,Benteng,KSR
Andi Jemma Airport,ID,Masamba-Celebes Island,MXB
Soroako Airport,ID,Soroako-Celebes Island,SQR
Pongtiku Airport,ID,Makale,TTR
Wolter Monginsidi Airport,ID,Kendari-Celebes Island,KDI
Dominique Edward Osok Airport,ID,Sorong-Papua Island,SOQ
Stebbins Airport,US,Stebbins,WBB
Wapolu Airport,PG,Wapolu,WBC
Bintulu Airport,MY,Bintulu,BTU
Belaga Airport,MY,Belaga,BLG
Long Semado Airport,MY,Long Semado,LSM
Long Lellang Airport,MY,Long Datih,LGL
Kuching International Airport,MY,Kuching,KCH
Long Seridan Airport,MY,Long Seridan,ODN
Limbang Airport,MY,Limbang,LMN
Mukah Airport,MY,Mukah,MKM
Long Akah Airport,MY,Long Akah,LKH
Marudi Airport,MY,Marudi,MUR
Sematan Airport,MY,Sematan,BSE
Kapit Airport,MY,Kapit,KPI
Bakalalan Airport,MY,Bakalalan,BKM
Miri Airport,MY,Miri,MYY
Sibu Airport,MY,Sibu,SBW
Tanjung Manis Airport,MY,Tanjung Manis,TGC
Long Sukang Airport,MY,Long Sukang,LSU
Lawas Airport,MY,Lawas,LWY
Simanggang Airport,MY,Sri Aman,SGG
Bario Airport,MY,Bario,BBN
Semporna Airport,MY,Semporna,SMM
Lahad Datu Airport,MY,Lahad Datu,LDU
Telupid Airport,MY,Telupid,TEL
Keningau Airport,MY,Keningau,KGU
Sahabat [Sahabat 16] Airport,MY,Sahabat,SXS
Kota Kinabalu International Airport,MY,Kota Kinabalu,BKI
Labuan Airport,MY,Labuan,LBU
Tomanggong Airport,MY,Tomanggong,TMG
Long Pasia Airport,MY,Long Miau,GSA
Sepulot Airport,MY,Sepulot,SPE
Pamol Airport,MY,Pamol,PAY
Ranau Airport,MY,Ranau,RNU
Sandakan Airport,MY,Sandakan,SDK
Kudat Airport,MY,Kudat,KUD
Tawau Airport,MY,Tawau,TWU
Mulu Airport,MY,Mulu,MZV
Brunei International Airport,BN,Bandar Seri Begawan,BWN
Parker County Airport,US,Weatherford,WEA
Wedau Airport,PG,Wedau,WED
Wagau Airport,PG,Wagau,WGU
Wagny Airport,GA,Wagny,WGY
Welshpool Airport,AU,Welshpool,WHL
Nusawiru Airport,ID,Cijulang,CJN
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,ID,Pekanbaru-Sumatra Island,PKU
Pinang Kampai Airport,ID,Dumai-Sumatra Island,DUM
Rokot Airport,ID,Sipora Island,RKO
Sungai Pakning Bengkalis Airport,ID,Bengkalis-Sumatra Island,SEQ
Sei Bati Airport,ID,Tanjung Balai-Karinmunbesar Island,TJB
Kertajati International Airport,ID,Kertajati,KJT
Husein Sastranegara International Airport,ID,Bandung-Java Island,BDO
Penggung Airport,ID,Cirebon-Java Island,CBN
Cibeureum Airport,ID,Tasikmalaya-Java Island,TSY
RAF Wildenrath,DE,British Armed Forces,WID
Hang Nadim International Airport,ID,Batam Island,BTH
Pasir Pangaraan Airport,ID,Pasir Pengarayan-Sumatra Island,PPR
Letung Airport,ID,Bukit Padi,LMU
Raja Haji Fisabilillah International Airport,ID,Tanjung Pinang-Bintan Island,TNJ
Dabo Airport,ID,Pasirkuning-Singkep Island,SIQ
Halim Perdanakusuma International Airport,ID,Jakarta,HLP
Tunggul Wulung Airport,ID,Cilacap-Java Island,CXP
Pondok Cabe Air Base,ID,Jakarta,PCB
Soekarno-Hatta International Airport,ID,Jakarta,CGK
Silampari Airport,ID,Lubuk Linggau-Sumatra Island,LLJ
Radin Inten II (Branti) Airport,ID,Bandar Lampung-Sumatra Island,TKG
Muhammad Taufiq Kiemas Airport,ID,Krui,TFY
Binaka Airport,ID,Gunung Sitoli-Nias Island,GNS
Aek Godang Airport,ID,Padang Sidempuan-Sumatra Island,AEG
Soewondo Air Force Base,ID,Medan-Sumatra Island,MES
Kualanamu International Airport,ID,-,KNO
Silangit Airport,ID,Siborong-Borong,DTB
Sibisa Airport,ID,Parapat-Sumatra Island,SIW
Dr Ferdinand Lumban Tobing Airport,ID,Sibolga-Sumatra Island,FLZ
H.AS. Hanandjoeddin International Airport,ID,Tanjung Pandan-Belitung Island,TJQ
Nanga Pinoh Airport,ID,Nanga Pinoh-Borneo Island,NPO
Ketapang(Rahadi Usman) Airport,ID,Ketapang-Borneo Island,KTG
Tarempa Airport,ID,Matak Island,MWK
Ranai Airport,ID,Ranai-Natuna Besar Island,NTX
Supadio Airport,ID,Pontianak-Borneo Island,PNK
Pangsuma Airport,ID,Putussibau-Borneo Island,PSU
Sintang(Susilo) Airport,ID,Sintang-Borneo Island,SQG
Sultan Thaha Airport,ID,Jambi-Sumatra Island,DJB
Muara Bungo Airport,ID,Muara Bungo,BUU
Pangkal Pinang (Depati Amir) Airport,ID,Pangkal Pinang-Palaubangka Island,PGK
Fatmawati Soekarno Airport,ID,Bengkulu-Sumatra Island,BKS
Sultan Mahmud Badaruddin II Airport,ID,Palembang-Sumatra Island,PLM
Pendopo Airport,ID,Talang Gudang-Sumatra Island,PDO
Japura Airport,ID,Rengat-Sumatra Island,RGT
Minangkabau International Airport,ID,Ketaping/Padang - Sumatra Island,PDG
Muko Muko Airport,ID,Muko Muko-Sumatra Island,MPC
Keluang Airport,ID,Keluang-Sumatra Island,KLQ
Bentayan Airport,ID,Bentayan-Sumatra Island,PXA
Teuku Cut Ali Airport,ID,Tapak Tuan-Sumatra Island,TPK
Maimun Saleh Airport,ID,Sabang-We Island,SBG
Seunagan Airport,ID,Peureumeue-Sumatra Island,MEQ
Rembele Airport,ID,Takengon,TXE
Lhok Sukon Airport,ID,Lhok Sukon-Sumatra Island,LSX
Malikus Saleh Airport,ID,Lhok Seumawe-Sumatra Island,LSW
Sultan Iskandar Muda International Airport,ID,Banda Aceh,BTJ
Berkley Municipal Heliport,US,Oakland,JBK
Sungai Tiang Airport,MY,Taman Negara,SXT
Mersing Airport,MY,Mersing,MEP
Sitiawan Airport,MY,Sitiawan,SWY
Taiping (Tekah) Airport,MY,Taiping,TPG
Pulau Tioman Airport,MY,Pulau Tioman,TOD
Sultan Abdul Halim Airport,MY,Alor Satar,AOR
Butterworth Airport,MY,Butterworth,BWH
Sultan Ismail Petra Airport,MY,Kota Baharu,KBR
Kuantan Airport,MY,Kuantan,KUA
Kerteh Airport,MY,Kerteh,KTE
Sultan Azlan Shah Airport,MY,Ipoh,IPH
Senai International Airport,MY,Johor Bahru,JHB
Kuala Lumpur International Airport,MY,Kuala Lumpur,KUL
Langkawi International Airport,MY,Langkawi,LGK
Malacca Airport,MY,Malacca,MKZ
Sultan Mahmud Airport,MY,Kuala Terengganu,TGG
Penang International Airport,MY,Penang,PEN
Pulau Pangkor Airport,MY,Pangkor Island,PKG
LTS Pulau Redang Airport,MY,Redang,RDN
Sultan Abdul Aziz Shah International Airport,MY,Subang,SZB
Decatur Shores Airport,US,Decatur,DTR
Wanuma Airport,PG,Wanuma,WNU
Atauro Airport,TL,Atauro,AUT
Suai Airport,TL,Suai,UAI
Presidente Nicolau Lobato International Airport,TL,Dili,DIL
Cakung Airport,TL,Baucau,BCH
Maliana Airport,TL,Maliana,MPT
Rota Do SÃ¢ndalo Oecusse Airport,TL,Oecussi-Ambeno,OEC
Viqueque Airport,TL,Viqueque,VIQ
Haliwen Airport,ID,Atambua-Timor Island,ABU
Gewayentana Airport,ID,Larantuka-Flores Island,LKA
David Constantijn Saudale Airport,ID,Ba'a - Rote Island,RTI
Sanggata/Sangkimah Airport,ID,Sanggata/Sangkimah,SGQ
Long Bawan Airport,ID,Long Bawan-Borneo Island,LBW
Bontang Airport,ID,Bontang-Borneo Island,BXT
Nunukan Airport,ID,Nunukan-Nunukan Island,NNX
Tanah Grogot Airport,ID,Tanah Grogot-Borneo Island,TNB
Long Apung Airport,ID,Long Apung-Borneo Island,LPU
Senipah Heliport,ID,Senipah,SZH
Wasua Airport,PG,Wasua,WSA
Paya Lebar Air Base,SG,-,QPG
Tengah Air Base,SG,-,TGA
Steamboat Bay Seaplane Base,US,Steamboat Bay,WSB
San Juan /Uganik/ Seaplane Base,US,San Juan,UGI
Wiseman Airport,US,Wiseman,WSM
Seletar Airport,SG,Seletar,XSP
Singapore Changi Airport,SG,Singapore,SIN
Wantoat Airport,PG,Wantoat,WTT
Wuvulu Island Airport,PG,Wuvulu Island,WUV
